label,n_windows,median_mahalanobis,min_mahalanobis_pvalue,outlier_rate_p05,median_robust_l2,median_max_abs_z,median_nearest_feature_distance,median_nearest_feature_pvalue,median_exact_row_match_fraction,median_nearest_raw_window_rms
adversarial_block_gan_best_5y_1260,1,0.49948606836142734,0.29906542056074764,0.0,0.9054813848250944,1.8243976576281522,0.2983586141584175,0.9735202492211839,0.0,0.8325789052747531
mcgan_5y_1260_rankmap,1,0.9825001370846594,0.003115264797507788,1.0,1.00017736070527,5.019762998160715,0.6784385983414762,0.9984423676012462,0.0,1.2695999048556283
mcgan_5y_1260,1,7.9291776827062685,0.0,1.0,0.8598521902324747,6.444808804329342,0.9753200894665617,0.9984423676012462,0.0,1.107798395815197
