sp500,DGS10
-0.0054835149609773,0.01
-0.0085076853641707,0.07
-0.0163492042435481,-0.07
-0.0158213821599211,0.07
0.0073945490680676,0.07
-0.0068073743626541,-0.05
0.0073510868815627,-0.03
-0.0026711219624173,-0.0
0.0124223431747991,-0.02
-0.0233397941004177,-0.03
0.0179759885481763,-0.15
-0.0007691730812727,-0.0
0.006735056527282,-0.07
-0.0110121566623957,0.08
-0.0065912061145567,-0.16
-0.0042401859063701,0.04
0.0085275385051638,0.08
0.0175282014065384,-0.0
0.0089918902496945,-0.05
-0.0115226342343162,-0.04
0.0094775444419567,0.05
-0.0022702078784262,-0.15
0.0182079961445786,-0.08
0.0001410607119214,0.05
0.0100004410858464,-0.01
-0.0023559217488593,-0.0
-0.0190443154750963,-0.02
-0.0147001584965265,0.04
0.0082984603214392,0.01
-0.0033600879647729,-0.14
-0.0244308072591771,0.12
-0.0053646545112089,0.04
0.0143412316087673,-0.03
0.0078024382689052,-0.1
-0.0037206231573866,0.08
0.0020490765280324,-0.11
-0.0095551633339999,0.02
0.0053567256156753,-0.13
-0.0014834077262004,0.2
-0.0086486351696047,-0.05
0.0027320655805867,-0.09
-0.0201611515258702,0.23
-0.018899175343994,0.02
-0.016728489479875,-0.05
0.0106029245813116,0.25
-0.0109805370161428,-0.04
0.0110839300589869,0.08
0.0023734115277044,-0.05
0.018191725239619,0.13
0.0007772277893003,0.16
0.0044582529555668,-0.01
-0.0038917062220398,0.05
-0.0043772850031246,-0.01
0.0097669045361876,-0.04
-0.0190109542419778,0.15
-0.0238883996451955,-0.12
0.0006834487478344,0.13
0.0012307717778102,-0.0
-0.0077442254627644,-0.02
0.0122106751366068,0.04
0.0024772014984168,-0.04
0.0004073042013421,-0.04
0.0086003658526384,-0.08
0.0016048836841455,0.07
0.0020890004489362,0.01
-0.0195622755165125,-0.06
-0.0077668965960468,0.01
0.0006171425883385,-0.06
-0.0029430821063827,0.02
0.0088195205804362,-0.04
-0.016654733110299,0.04
-0.0215530711136823,0.08
-0.0157720382013177,-0.06
0.0302926997619912,-0.03
0.0071768320051288,0.07
0.0124418799829248,0.03
-0.0080483846501819,-0.08
0.0148692819005777,0.0
0.0018281070513607,0.05
-0.0006251187217499,-0.06
0.0074071881401763,-0.01
0.0119416654962208,-0.01
0.0135799744541421,0.03
0.0055348156086271,-0.02
0.0235646232771827,0.09
0.0005177705236982,-0.04
0.0053138340273368,-0.06
0.0193544116174461,-0.03
0.0001141485105743,-0.03
0.0053458338178018,0.06
0.0149636692317653,-0.1
-0.0131415393387245,0.23
-0.0097514929543741,-0.04
-0.0306473545935,0.08
-0.0114451651374093,-0.09
-0.0012684316048867,0.06
-0.0069833534274009,0.01
0.0209801616827126,-0.12
0.0115047024939149,-0.08
0.0073672372724069,0.04
0.000571428864041,0.12
0.0100993134940327,-0.03
0.0004389735857331,0.06
-0.0039380419074673,0.08
0.0077240962362518,0.08
0.0153844068449244,-0.17
-0.0110052264610886,0.04
0.0059424966779557,-0.14
0.0019430552903758,-0.1
0.0046186555771731,-0.05
0.0095084541232718,-0.05
-0.004609696734233,-0.0
-0.0168251669710363,0.09
-0.0035625896780922,-0.08
0.0011655139234608,-0.12
-0.0260904939279214,0.05
0.0212391868110717,0.02
-0.0033158813717012,-0.01
0.0014962593650257,0.09
0.0004541088514776,-0.01
0.0143929358013211,-0.01
0.0103341780536338,-0.04
0.0102246758256837,0.1
0.0050974663861914,0.18
-0.0068623979690825,0.05
0.0210682859631673,-0.01
0.0057321559260324,0.05
0.0019364542323808,-0.13
-0.0025692360108788,0.04
-0.0030958118805778,0.03
-0.0022742637966177,0.07
0.0019637793091515,-0.02
0.0098763190812483,-0.05
-0.0022979558060874,0.07
0.0035117942447557,0.06
-0.0013339263815588,0.05
0.0086208858313166,-0.15
0.0017952808994776,-0.02
0.0024051262581406,0.03
-0.0005923176567928,-0.05
-0.0023068219996794,0.06
-0.0030691646560976,0.08
0.0031272304271365,0.04
-0.004917799146363,0.01
-0.0063081690346159,-0.07
-0.0026471181264446,-0.07
-0.0022162046319232,0.05
-0.0055881854549955,0.05
0.0027551395599593,-0.06
0.0035812534667526,0.03
-0.0010157511681161,0.02
-0.0051980671033848,0.05
-0.0026681893040304,0.02
0.0018604573904875,-0.01
-0.0013170716129243,0.12
0.0072686069980743,0.08
0.0068923955766554,-0.02
0.0034982507648174,0.03
0.001231214690257,0.06
0.0020893939194349,-0.04
0.0111998532002918,0.05
-0.0061556196021236,-0.01
-0.0003708263115274,0.0
0.0016598747389484,-0.09
-0.003554737339757,0.02
0.0015988440164817,0.03
0.0072005926042326,0.03
-0.0026700261039381,0.06
0.0052577260797587,0.01
0.0116498639079434,0.05
0.0062377856218514,0.07
0.0053608186231311,0.05
-0.0094218206311585,0.0
-0.0031537484142787,0.04
-0.0090879627622364,-0.04
0.008831072624331,0.05
-0.0036020478142218,-0.09
-0.000519796790438,-0.02
6.42582908601608e-05,0.01
0.0080628658182998,0.01
-0.0061751749010859,0.04
0.0008943802119171,0.05
0.0059092241954692,0.04
-0.0006436837203647,-0.04
0.002505803891339,-0.06
0.0032601744367553,-0.01
0.0065789517359205,0.02
0.0009602720602048,0.11
0.0050898380144416,-0.02
-0.0086632332968933,-0.08
0.008521016614771,0.06
0.0114158559913368,0.05
0.003547005056357,-0.03
-0.0103218946462306,0.06
0.0016194726590167,0.03
0.0029081305134938,-0.1
-0.0042880691345428,-0.0
0.0076588917203157,-0.02
0.0076918079522487,0.0
0.0027868813345581,-0.11
0.002124137914736,0.08
-0.0003907491020374,0.03
-0.0027324102665245,0.09
-0.0079184739080042,-0.07
0.0021192980975493,-0.03
0.0002802274776116,0.03
-0.0081038731638595,-0.06
-0.0083322083019687,0.07
0.0061195534924214,0.03
-0.0083307939587225,0.02
-0.0178946320537022,0.07
-0.0034232275310746,0.1
-0.0073802673253089,-0.02
-0.0063988454851808,-0.04
-0.0151553930157266,0.11
0.0016450092230739,-0.04
-0.0002490622102621,-0.03
-0.0032548876869435,0.11
0.0040100394613005,0.04
0.0049908721550186,-0.05
-0.0035564417347763,-0.05
-0.0022592245943599,0.1
-0.0036473898427993,0.02
-0.0093704867780487,-0.02
0.0030005361057684,-0.19
0.0171183332408504,-0.02
0.0102697641342327,0.14
-0.0106469014657575,0.01
-0.0031798996159313,-0.1
0.0117357105143436,-0.1
0.0145245165803746,-0.03
-0.0009241561305324,-0.12
0.0068198585955344,-0.03
0.0062618812474989,-0.02
0.0212717437460985,-0.02
0.016837395539226,-0.09
-0.0054075154270834,-0.0
0.0065904882382046,0.02
-0.006106271349096,-0.04
-0.0044656139861922,0.02
-0.0046243475845217,-0.05
-0.0009231893386723,-0.07
-0.0063551343081753,0.01
-0.0006071531191249,0.09
0.0059472950424385,0.1
-0.0007447329024891,-0.04
-0.002996259798355,0.02
0.0006459866285708,-0.04
-0.0064299125165458,0.03
0.0023170957214886,0.01
0.0017518352148445,-0.03
0.001533380774797,-0.09
0.002147977337232,-0.05
0.0029586206634169,0.02
0.0045194094790277,-0.05
-0.0021697376994886,0.08
0.0003054248265059,-0.09
-2.5249521141588408e-05,-0.01
-0.0024244405049207,0.05
0.0096827186333564,-0.21
0.0021413555630417,0.05
0.0004974339025012,0.0
-0.0091652496455903,0.02
-0.0121451399349225,0.0
-0.0110607173913938,0.08
0.0018173636192463,-0.02
0.0045596098761698,0.07
-0.0006688161406556,0.01
0.0052625042793618,0.01
0.0003896363435549,0.07
0.0042460903906492,-0.04
-0.0036809795161592,-0.04
0.0051417395204283,0.0
0.0097975333450318,-0.11
-0.004049953114727,-0.08
-0.0011752730667855,0.04
-0.0025241246469934,-0.02
0.0004679987691291,0.07
-0.0039760701711358,0.04
-0.0032797170866558,-0.04
-0.0022024108842207,0.0
-0.0002359139354219,-0.02
0.0090226788480943,-0.01
0.0057605275135515,0.0
-0.0027536869616484,0.1
0.0043100897512974,-0.02
-0.0029773340861458,0.01
-0.0012103479693006,0.16
0.0105854355287129,0.14
-0.005498116968266,0.09
0.0001387605637987,0.05
0.0088023150268788,-0.03
0.0081546341534586,0.03
0.0072599349068107,0.01
0.0001526650180073,0.05
-0.003647431313408,0.1
-0.0009827851403562,0.03
-0.0096011839313516,0.1
0.0038236860739875,-0.02
-0.0026865171492863,-0.04
-0.0034398954245229,-0.06
0.0037629963722146,0.05
0.0034328168988358,0.01
-0.0069131071907581,0.01
-0.0010686621419292,-0.01
0.0074940023569588,-0.05
-0.0090001624487489,0.05
0.0016787982669908,-0.05
-0.0017320216830304,0.0
-0.0038390779803796,0.07
-0.0082726710712731,0.06
-0.0054329566124796,0.1
-0.0173586112458268,-0.05
-0.0007339497218613,0.03
0.004354294554148,-0.02
-0.0059126603853847,0.03
-0.0006407841546937,-0.0
3.865231727831183e-05,-0.01
-0.0020305236505774,0.06
0.004096674543129,-0.06
0.0069540980205029,-0.1
0.0001161922960767,0.01
0.0110074793593119,0.0
0.0097911880509609,0.01
-0.0023422503940751,-0.0
-0.0041781020635011,-0.01
0.0054655929465658,0.06
0.0083635276283839,-0.06
-0.003644419104308,0.03
-0.0026270437459816,0.1
0.0085574537504548,-0.06
0.0004676736094183,-0.01
0.0037572152806838,-0.02
-0.0016040266777606,0.05
0.0011136406564007,0.13
0.0022248700706865,-0.07
0.0027232993632484,-0.06
0.0007026666094681,-0.04
0.0090712040103382,-0.08
-0.0024894201323989,0.07
0.0042241095107306,0.02
-0.0083616275098461,-0.04
0.0054251566956912,-0.06
0.0056633719185687,0.03
0.0001919121498785,0.04
-0.0001130495244878,0.08
0.0080117204298751,-0.02
-0.0033147596069947,0.07
0.0031319420751116,-0.01
0.0068778993441712,-0.03
0.0025404761016771,0.01
0.0074852731226159,-0.0
-0.0042916428241322,0.04
-0.0138389106021924,-0.0
0.0127387238684237,0.0
-0.024115832396089,0.06
0.0046386062300649,-0.18
-0.0140717656427412,0.11
0.0092977319776949,-0.01
0.0082363312962571,-0.07
-0.0056545677106793,0.04
-0.0040722283873517,-0.11
0.005006114955349,0.01
0.0216357367819681,-0.07
0.0063412364755742,0.02
0.0090416478068611,-0.13
0.0088801273629459,0.04
0.0023008312699939,-0.07
0.0116758546434967,-0.09
0.0030525520271432,0.03
0.0004233114858806,-0.03
-0.0088371751268087,-0.04
-0.0197797328009173,-0.03
-0.0264014128907879,0.01
0.003680797995954,0.08
-0.0035391277278618,0.09
-0.0076328746474725,-0.0
-0.0023625165149016,0.07
-0.0024301151248009,-0.04
0.0097713563078042,0.09
0.0080275408981471,0.2
-0.0086325929003428,-0.06
0.0026380629326628,-0.01
0.011733304980059,-0.1
0.0076644964486889,-0.07
-0.0152525426791004,-0.0
-0.0072760054931825,0.08
0.0043122522296098,-0.06
-0.0079063382581815,0.03
0.0032919486966596,-0.09
0.012355183665505,0.11
-0.0036616299988326,0.13
-0.0071345354765289,-0.06
-0.0018024579136591,0.08
-0.0064821261561201,0.1
0.0085888702180343,-0.07
0.0003531891254968,0.01
0.0076567872912533,0.18
0.0047100248641042,-0.1
-0.015542429083162,0.06
-0.0069357285074743,-0.17
0.0045213199583752,0.04
-0.007824445228122,0.0
0.0091052676502774,-0.14
-0.0138250591294677,-0.07
-0.0132174351552739,0.16
-0.0101897007255896,-0.07
0.0130724824475473,0.1
0.0041119996983423,-0.03
-0.0147966298923882,-0.05
-0.0285697760287706,0.09
-0.000906989818539,-0.08
0.0148387710839897,0.06
0.0001839926086187,-0.02
0.0009782351975882,0.09
0.0032051172999455,-0.05
0.0043945019573031,-0.01
0.0032869802426285,0.01
-0.0020713068105245,-0.01
-0.0015560884294882,-0.09
-0.0026514870115845,0.08
0.002970297699411,0.08
-0.002725986665555,0.03
0.0006888972517263,0.1
-0.0059024469034061,0.0
-0.0096884125723639,0.01
-0.0147701641895317,-0.07
8.864234431047032e-05,-0.03
0.0095184385392127,-0.02
0.0025131036861583,0.01
0.0064726392219967,-0.05
-0.0001266518110816,-0.02
0.0035585724000143,0.03
-0.0005857357096813,0.03
-0.009801062466908,0.04
0.0075492029621577,-0.03
0.0112354337828658,-0.12
0.0069573262397703,-0.04
0.0019635798479062,0.03
0.0011212310176045,-0.1
0.0115545376637711,-0.09
0.0173011061684913,-0.01
0.0049723242499604,0.1
0.0065328332291613,0.04
-0.009904040489771,-0.01
0.0086133849579679,-0.01
-0.0050626955354042,0.03
0.0019107695768098,-0.0
0.0042121791322868,-0.04
-0.0002093274171847,0.02
0.0096524834730433,-0.14
0.001354457380679,0.06
-0.0017909468717708,-0.02
0.0067887021110003,-0.06
-0.0036835213730574,0.08
-0.0002919453241898,0.08
0.0126272804239036,0.0
-0.0083974719771651,-0.01
-0.0047957278380923,-0.04
-0.0015932278834327,0.11
0.0038005254542815,-0.03
0.0107298547090789,0.07
0.0010641567112481,0.04
0.0073173314510466,-0.04
0.0070540228344616,0.01
-0.0027155010206213,-0.02
0.0040951862363335,0.0
0.0009543856662726,-0.0
0.0051198501864734,-0.13
0.0036669926612513,-0.06
0.0019438465085513,0.07
-0.0076650356367331,-0.04
0.0101210728273371,-0.06
-0.0054815916003725,-0.09
0.0041394963413621,-0.08
-0.0004121141686195,-0.03
-0.0048081246298022,0.03
0.0039518258460896,0.04
0.0111566072460123,-0.04
-0.000579473148572,0.01
-3.010280593987078e-06,-0.06
-0.0042431531844806,0.07
0.0049963860111665,-0.01
-0.0055512075782478,0.1
-0.0006154858178013,-0.03
0.0020079054777009,0.03
0.005747365187656,0.0
0.0001193836030981,-0.02
-0.0003023486435091,0.03
0.0128747509307707,0.03
0.0008627906342314,-0.03
0.0010208245537967,-0.02
0.0027189987841771,0.04
0.0049336568720154,-0.03
0.0064672525950479,-0.03
0.0044150488212999,0.07
0.0022599360681646,-0.01
-0.0024401436225599,-0.0
-0.0029776812799553,-0.0
-0.0020792226853097,-0.09
-0.0029804533554752,-0.01
-0.0033782300128895,0.1
0.0035924210415389,-0.09
-0.0037503733417388,0.04
0.0002563129282526,-0.05
-0.0004349447901073,-0.04
-0.0044095039597718,0.0
0.0027767990204667,-0.04
0.0029423944493328,-0.05
-0.0103128019532348,0.12
0.0120385849964444,-0.03
0.0006028111711536,0.05
0.0033695090387278,-0.03
0.0194169745476045,-0.02
-0.0069020476195203,-0.02
0.003066551959547,-0.02
-0.0141981253394104,0.06
0.0001470769304061,0.07
-0.0011420530519588,0.0
0.004699340671158,-0.07
0.0049013854446654,0.05
0.0029201708680676,-0.01
-0.0003785147232931,0.0
-0.0021737130531481,-0.06
-0.0136576717513823,-0.01
0.0012704706579996,0.06
-0.010119439398183,0.05
-0.0025452510457555,-0.05
-0.0059100690978953,0.05
-0.0012743835880633,-0.02
-0.0101695505361157,-0.0
0.0032426926136658,0.05
0.0070980585503208,-0.04
-0.0022537011133625,-0.02
-0.0050392502911822,-0.12
0.0001463960337026,-0.07
0.0073343683935821,-0.02
0.0076559314362446,0.13
0.001095562093217,-0.01
0.0053116927053104,0.04
0.0009805045050479,0.08
-0.0072059987263166,-0.02
0.0045552468923428,0.15
0.0169464823083984,0.04
0.0100390882894481,0.01
-0.0158457948297003,0.04
0.0114743329282944,-0.1
0.0088343113564497,0.02
0.0112605173896587,-0.01
-0.0020180289878026,0.07
-0.00752576724439,-0.08
-0.0005025792419305,0.0
0.0037172948890404,-0.13
0.0113629131564324,-0.16
0.010271620877052,0.02
0.0115261870539742,-0.05
0.0107084910539818,0.02
0.0074856528958058,0.08
-0.0037537590520847,-0.05
-0.0024717041018441,-0.11
-0.0111669050579971,0.02
0.0018098843209937,0.05
-0.0097360623990511,-0.04
-0.0199700071463818,-0.01
-0.0145387664812052,0.01
-0.0018995033706273,0.19
0.0080365412149376,-0.04
0.0108014414097285,0.01
-0.0127618904208236,0.03
0.0093627167277534,-0.02
0.0040032470177046,0.01
0.0075542205435672,-0.14
0.0032464369057463,0.09
0.0295096939728781,0.1
0.0201759760803466,-0.03
-0.0002793719311622,-0.02
-0.0007607996078124,-0.1
0.0129030174899461,-0.08
0.0026520330887166,0.07
0.0109822117940233,-0.02
-0.0119510554960557,0.05
-0.0013902033040639,0.09
-0.0008644719094363,0.02
-0.0078942247297404,-0.07
-0.0101784222801624,-0.02
-0.0049552836144476,0.11
-0.0030909675396497,0.01
-0.0079228875026496,0.03
0.0079366218041029,-0.02
0.0157773990801029,0.01
-0.0036017576991061,-0.03
0.0107409176274624,-0.01
0.0014448314274716,-0.08
0.0429660132798427,-0.0
-0.0387059131345759,-0.0
-0.0275432835371171,-0.19
-0.0356717183165157,-0.04
-0.0009995885571583,-0.08
0.0285587110014191,0.05
0.0169097059727503,-0.1
0.0027247686128565,0.03
-0.013459077951689,-0.09
-0.0334628431204955,-0.07
0.0035025878315812,0.09
-0.0013570514227907,0.08
0.0079763867945456,0.03
0.0098966033713302,-0.03
-0.0400665615060748,0.05
-0.0162215600466382,-0.13
-0.0004408241400856,0.01
0.032304994666733,0.08
-0.026284834835849,-0.04
-0.0195431001504976,-0.02
-0.0092466011126572,-0.06
0.0128710645937537,-0.04
-0.0124677637480188,-0.01
0.0080483874510438,-0.01
-0.0002163955050984,-0.07
0.0403984563086216,0.05
-0.0440398947610615,-0.13
0.0026280997222012,-0.08
-0.0223075038712779,-0.08
-0.0349599402437985,-0.09
-0.0170963426575453,0.08
-0.0061193681515994,-0.02
-0.0084833902987463,0.08
-0.0090934381341636,0.02
0.0305661484450327,0.01
0.0315639872671655,-0.16
-0.0088255421277998,-0.1
0.0157948043918177,0.15
-0.0440989524876721,0.08
0.0199524576388936,0.02
0.0060664674184656,-0.12
0.0478928555105284,0.12
0.011288561992356,0.04
-0.0019470581748934,0.1
-0.0261093945960186,0.01
-0.0062652163910763,0.06
0.0540399806940531,0.23
-0.0328817796207753,-0.01
-0.0149133230797775,-0.04
0.0176134985786281,0.19
-0.011583353662295,-0.01
-0.0016708666217866,0.02
0.0169198209110883,-0.06
-0.0046690621515147,0.05
0.0076925529477398,-0.07
0.0020562477555511,0.01
-0.0154606542640179,-0.03
-0.038095120927623,-0.07
-0.0178181259348005,-0.01
0.0091179889038413,0.11
-0.0146037442264312,-0.02
-0.0214417355384121,-0.15
0.0392894855277734,-0.07
-0.0040464931286513,0.31
0.0292177553935714,-0.12
-0.011138998389254,-0.12
-0.0335018250531594,-0.16
0.0296697048699594,0.04
-0.0095281843527016,-0.09
-0.0327175855410436,0.01
0.0516976738957744,-0.04
-0.0378344830027283,-0.08
-0.0039811238883177,0.04
0.0013872862228086,0.07
0.0183108439059441,0.1
0.0065089608116325,-0.0
-0.0005320324421673,-0.04
0.0072860198322815,-0.14
-0.0018908262268538,-0.01
0.0093327777324327,-0.11
0.0150423044839537,0.05
-0.0157847619624721,0.08
0.0098076356772,0.01
0.0047892017523571,0.02
0.0148719054717991,-0.04
-0.0171854857772988,0.03
-0.0086256417550574,-0.05
-0.003649250078048,-0.07
-0.0074865488282455,-0.01
-0.0197458001313973,0.01
-0.0129878259874458,0.02
0.0114525387017872,0.01
-0.010680637742601,0.07
0.0065646760401621,-0.06
-0.0096670418712596,-0.02
0.0152310581728346,-0.0
0.0072794326818085,-0.05
0.003821970582635,-0.17
0.0021480760841066,0.11
0.0007300327616567,-0.03
-0.0131211613014105,0.04
0.0038150422746949,-0.15
0.007831422251991,-0.04
0.0026381790802987,-0.02
0.012027507738526,-0.01
0.0030956869901504,0.07
-0.010726806413179,0.07
0.0058602566110945,-0.02
0.0144206902196875,0.03
0.012779349233241,-0.08
0.0063957521045862,-0.06
-0.0212951200723649,0.03
0.0036330562023865,0.14
-0.0106699909911838,0.03
-0.0054711961028259,-0.04
0.0044446303553897,-0.03
0.0054406925948005,0.01
0.0021387485787018,0.04
0.0091014788107369,-0.09
-0.0024865268679436,0.03
0.0031871960703677,-0.08
0.0112198889132818,0.05
-0.0034323886191004,-0.0
-0.0089979561529385,0.03
0.0045511064401431,-0.07
-0.001741245634357,0.05
0.0022860351024884,-0.02
0.0101836530046952,-0.07
-0.0031668107345766,-0.05
0.0043045928591926,-0.02
-0.0015147813672339,-0.09
-0.0005241490244336,0.0
0.0040196082081489,0.06
-0.0147104307660132,0.02
0.0001101753460571,-0.01
-0.0035618182071611,0.05
-0.0021717270224106,-0.06
0.0052055440577754,0.02
-0.0010544786445346,-0.03
0.0014378989415834,0.06
0.0092500510025281,-0.07
-0.0014257748797014,-0.02
0.0105505496555755,0.02
-0.0037956588190192,0.0
0.010225085919586,-0.04
-0.0095038252826878,-0.02
-0.0041592888048447,0.0
0.0039032764852468,-0.07
0.0066923212976484,-0.02
0.0020206510710044,0.07
-0.0141788550743275,-0.05
0.0043706802832831,-0.11
-0.0081548316887307,-0.02
0.005574033254585,0.12
0.0032411140126585,0.05
-0.0056058898463829,0.05
-0.0047533500641305,0.05
0.0006215732012278,0.06
0.0002317273552627,0.0
0.000670323005396,-0.08
0.0022316514012992,-0.05
-0.0064865642526128,0.02
0.0021466307170302,-0.03
0.0073040215047599,0.03
-0.0027990368349095,0.05
-0.0076978046331137,-0.11
-0.007262066055462,-0.05
0.0093921600703186,0.05
0.0059731129312712,0.03
-0.0063397623467995,0.04
-0.002948046808443,0.07
0.0020928038699407,-0.13
-0.0018966989805323,-0.06
0.0147224858524752,-0.01
0.0053933345248176,-0.02
0.0004868889537525,0.0
-0.0062830759730562,0.01
-0.0067442100640963,0.05
0.0001152466653111,-0.05
0.0074423474686421,0.06
0.008206329794875,-0.04
0.0027541665928498,-0.06
-0.00105466668365,0.05
0.0112573454213154,0.04
0.0082225087461219,-0.02
-0.0002647518117108,-0.11
0.0050398812929138,-0.01
0.0093954270876372,-0.07
-0.0018897842843984,-0.02
0.0060052244488028,-0.04
0.007968249840141,0.06
0.0081645091261194,0.05
-0.0008156091574223,-0.13
0.0058891899618002,-0.04
-0.005211937979521,-0.02
-0.0006003977730708,0.01
-0.0031815822417023,0.01
-0.0064454490861781,0.04
0.0005973436454389,0.07
-0.0014224885176961,-0.03
0.0019323835735607,-0.02
0.002708928020758,-0.02
0.0002567002267198,0.0
-0.0110924114190423,0.01
0.0052624073173212,0.03
0.003018183583941,0.04
0.0097423018201278,0.05
0.0045968030350772,0.02
0.0003503227036587,0.07
-0.0054267975438169,-0.06
0.0036067992101628,0.03
-0.0034924272618154,0.02
0.0050846690008405,-0.1
0.0083306470763344,0.0
-0.0165520675607014,-0.01
0.0041373578637612,0.07
0.0040386345270095,-0.07
0.0023498103727455,0.05
0.0056068008908701,-0.02
0.0001499342039688,0.02
0.0024202032835172,-0.11
0.0047984087273211,0.04
0.0049069199247386,-0.03
-0.0017717565167861,0.01
0.0003330324970358,0.03
0.0002629028522214,0.01
0.0036258544180567,-0.01
-0.0087141828129632,0.03
0.0003157149808697,-0.02
-0.0039288072611397,0.09
0.0008226402932165,0.08
0.0043807716185116,-0.01
0.0017052248235088,0.09
-0.0013919255864684,0.0
-0.0024813191879476,0.04
-0.002350897950791,0.0
-0.0007487622474949,0.08
0.0033196627261549,-0.07
0.0016347392243003,0.09
-0.0093178217401787,-0.13
-0.0015196812479999,-0.09
-0.0019956383224101,0.01
0.0058206497562375,-0.05
0.0030428303571156,0.05
0.0048650594913294,-0.06
-0.0135231195194177,0.06
-0.0006664259986049,-0.08
0.0078661936106705,-0.08
0.0130041179771491,-0.05
-0.0016681799752127,-0.07
-0.0043070128312077,-0.09
0.0020820277099127,-0.03
-0.000140437757594,-0.02
-0.0084848190450506,0.01
0.0055482230909196,0.01
0.0027510954548772,0.09
0.0043580557474544,0.04
0.0011898010969299,-0.04
0.0052024478543749,-0.1
0.0055906655767757,0.0
-0.0119743353531166,-0.08
0.0018580569283173,0.0
-0.0022974363273453,-0.01
0.0090570491226857,0.0
0.0005511747270202,0.04
-0.0018895321280999,0.02
-0.0020419173399237,0.04
0.0090205113714982,-0.12
0.0078669423575003,-0.07
0.0058353240276487,0.01
0.0013953739735113,0.01
0.0094063774999114,-0.12
0.007855999161897,-0.02
0.0016237638083812,-0.09
0.0074428664951049,-0.08
0.0005765572049432,0.07
-0.0052360800620144,0.02
-0.0014695538794928,-0.01
0.0076908938212615,0.01
0.0036975658129011,0.08
-0.0050598778161892,0.03
0.0037431499641563,0.03
-0.0008878494758487,-0.02
-0.0029788993427396,-0.04
-0.0044407789043192,0.04
0.0037384967351901,-0.02
-0.0019145556463381,-0.01
0.0052302415242512,-0.05
0.0107048137736737,-0.09
0.0007186672815434,0.0
-0.0009383472436995,0.09
-0.0021460934679343,0.04
0.0054100865460297,0.02
-0.0047023575994328,-0.02
-0.0064489149492551,-0.03
-0.0012854231045434,-0.01
0.0027779223657058,0.02
0.0043386665522764,-0.02
0.0097321657805814,-0.07
5.0733946205381046e-05,0.04
0.0125318867481672,-0.08
-0.0019135130233985,-0.01
-0.010814028200113,-0.05
-0.0030608076659859,-0.06
-0.0061877903455423,0.02
0.0013696367396979,0.05
-0.0050243006020772,0.01
-0.0065329739704929,0.07
0.0014464148953558,-0.04
0.0035736888562402,0.02
-0.0037592722923597,0.03
0.0006408930103733,0.08
0.003108692561988,0.02
-0.0009901275638585,-0.0
-0.0089914478059781,0.05
0.0058123580910796,0.0
-0.0019199602405136,0.05
0.0108362419074038,0.04
-0.0095550497417987,-0.03
-0.004847769721302,0.03
-0.0014643265700672,0.07
0.0045798535657591,0.04
-0.0079429659949044,0.03
-0.0006757713999916,0.03
0.0010086376783831,-0.07
0.0007136933810046,-0.02
-0.0018187495089149,-0.0
0.0039866888608671,0.0
-0.001514331062521,0.09
-8.344957167648369e-05,-0.06
0.009401493854787,0.05
-0.0001032375108217,0.04
