series,mean_real,std_real,min_real,q01_real,q05_real,median_real,q95_real,q99_real,max_real,acf1_real,acf5_real,abs_acf1_real,abs_acf5_real,mean_fake,std_fake,min_fake,q01_fake,q05_fake,median_fake,q95_fake,q99_fake,max_fake,acf1_fake,acf5_fake,abs_acf1_fake,abs_acf5_fake,mean_diff,std_diff,min_diff,q01_diff,q05_diff,median_diff,q95_diff,q99_diff,max_diff,acf1_diff,acf5_diff,abs_acf1_diff,abs_acf5_diff
sp500,0.0003146504683046016,0.010550871312038008,-0.204669,-0.028746149999999998,-0.01565335,0.000463,0.015544449999999991,0.0271101,0.10789,-0.01475502496176763,-0.009608642287152842,0.2628511614777836,0.2904876123582208,0.0004907511907236785,0.007667150837786676,-0.039403275035813,-0.02088670636343326,-0.012319382179338013,0.0004482223212538,0.012642885989240123,0.01925692996659465,0.0390113549337894,0.0036108611592252063,-0.022571913166569944,0.24814122746859674,0.13441867757729925,0.00017610072241907687,-0.002883720474251332,0.16526572496418698,0.007859443636566738,0.0033339678206619865,-1.4777678746199976e-05,-0.0029015640107598675,-0.007853170033405351,-0.06887864506621061,0.018365886120992835,-0.012963270879417102,-0.014709934009186854,-0.15606893478092154
DGS10,2.646939052531538e-05,0.06689830166889757,-0.75,-0.19,-0.1,0.0,0.1,0.19,0.65,0.06063687209249302,0.032913154247272924,0.25367645089376273,0.2607242853195888,-0.0008571428571428572,0.04463497708230981,-0.17,-0.1,-0.07,0.0,0.07,0.11,0.19,-0.04866466013790166,-0.04633024625272573,0.050832537405910386,0.038291232962122446,-0.0008836122476681726,-0.02226332458658776,0.58,0.09,0.03,0.0,-0.03,-0.08,-0.46,-0.10930153223039468,-0.07924340049999865,-0.20284391348785236,-0.22243305235746635
