label,window_id,source_path,start,end,robust_l2,robust_l2_pvalue,max_abs_z,mahalanobis,mahalanobis_pvalue,nearest_feature_distance,nearest_feature_pvalue,exact_row_match_fraction,nearest_raw_window_rms,nearest_raw_window_start
adversarial_block_gan_best_5y_1260,adversarial_block_gan_best_5y_1260_0000,data/generated/adversarial_block_gan/best_5y_1260.csv,0,1259,0.9054813848250944,0.661993769470405,1.8243976576281522,0.49948606836142734,0.29906542056074764,0.2983586141584175,0.9735202492211839,0.0,0.8325789052747531,11670
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_0,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.9054813848250944,0.661993769470405,1.8243976576281522,0.49948606836142734,0.29906542056074764,0.2983586141584175,0.9735202492211839,0.0,0.8325789052747531,11670
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_1,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.8199466746070189,0.7912772585669782,1.834254571428577,0.46670356040430117,0.4766355140186916,0.16814593003945558,0.9221183800623053,0.0,0.9350996448778972,400
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_2,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.7885991989938144,0.8442367601246106,1.8002632226153432,0.4860710000518099,0.3426791277258567,0.239514459038894,0.9626168224299065,0.0,1.1772624553839939,570
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_3,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.9731228727947575,0.5934579439252337,3.3097954290719334,0.4769201346962685,0.40809968847352024,0.11474457867843511,0.7928348909657321,0.0,1.2495475627810262,35
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_4,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.8556730443639089,0.7118380062305296,2.144916155096034,0.4609357296896102,0.5311526479750779,0.14368909210037342,0.8785046728971962,0.0,0.9067175116077087,11745
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_5,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.6775668932604951,0.9828660436137072,1.5870588235294119,0.4491711908692517,0.6152647975077882,0.13816055947272204,0.8707165109034268,0.0,1.125760168521717,35
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_6,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.9870985808405521,0.5700934579439252,3.2917570955727657,0.47725295013064684,0.40498442367601245,0.1934124246889065,0.9439252336448598,0.0,1.244195912943242,400
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_7,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.9802111514369248,0.5825545171339563,3.2974396054022526,0.4906845254266821,0.32398753894080995,0.19509153116672726,0.9439252336448598,0.0,1.2458450506576706,570
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_8,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.8610847231060568,0.6962616822429907,1.838526080875014,0.531461133324311,0.1853582554517134,0.2554349975241697,0.9688473520249221,0.0,0.9178514658561373,425
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_9,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.8118564003176808,0.7975077881619937,2.3641139555865474,0.5928700381735077,0.1043613707165109,0.19346014170338274,0.9439252336448598,0.0,1.1728627742685764,380
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_10,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.880518976691073,0.67601246105919,2.132927714106723,0.5870329009225225,0.10747663551401869,0.197786150252572,0.9439252336448598,0.0,0.87285734659174,6450
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_11,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.8601589170156775,0.6978193146417445,2.2333061867936985,0.5169039063245034,0.2398753894080997,0.25100372370374174,0.9672897196261683,0.0,1.213193118455399,410
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_12,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.7506112110690997,0.9003115264797508,2.198471643179733,0.5582361347114767,0.1261682242990654,0.14079561849084005,0.8769470404984424,0.0,0.9548348162911606,450
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_13,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.7505294654606828,0.9003115264797508,1.804497387229785,0.5787236945331923,0.11214953271028037,0.24495904814411376,0.9641744548286605,0.0,1.0160305063266213,640
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_14,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.8162184095278194,0.7959501557632399,2.144926441970184,0.4988582986550002,0.30062305295950154,0.20577686274646897,0.9532710280373832,0.0,0.9688249366644539,305
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_15,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.9765957226194659,0.5903426791277259,3.3183734259577884,0.5513697778938919,0.14174454828660435,0.2502684041965848,0.9672897196261683,0.0,1.2739312642855334,620
adversarial_block_gan_ensemble_paths,adversarial_block_gan_ensemble_paths_16,data/generated/adversarial_block_gan/ensemble_paths.csv,0,1259,0.9540139843482315,0.6246105919003115,3.450126517129476,0.613674322800139,0.09345794392523364,0.2934500554436737,0.9719626168224299,0.0,0.9669791310914003,620
