label,window_id,source_path,start,end,robust_l2,robust_l2_pvalue,max_abs_z,mahalanobis,mahalanobis_pvalue,nearest_feature_distance,nearest_feature_pvalue,exact_row_match_fraction,nearest_raw_window_rms,nearest_raw_window_start
setsu1_round001,setsu1_round001_0000,reports/adversarial/dgs10_tick_ablation/rounded_inputs/setsu1_round001.csv,0,1259,1.4513080590925533,0.21806853582554517,5.574838857142835,1.5932358200643786,0.001557632398753894,1.2881956989903323,0.9984423676012462,0.0,1.3157040180345598,522
setsu2_round001,setsu2_round001_0000,reports/adversarial/dgs10_tick_ablation/rounded_inputs/setsu2_round001.csv,0,1259,1.3847514007282196,0.22897196261682243,7.563967802966981,1.6981618162602476,0.0,1.2940174364635832,0.9984423676012462,0.0,1.2112687875901667,456
quantgan_round001,quantgan_round001_0000,reports/adversarial/dgs10_tick_ablation/rounded_inputs/quantgan_round001.csv,0,1259,1.692159253859116,0.1542056074766355,13.190909136198735,1.6817748431266935,0.0,1.2481685974270602,0.9984423676012462,0.0,1.211874827533138,591
old_mcgan_round001,old_mcgan_round001_0000,reports/adversarial/dgs10_tick_ablation/rounded_inputs/old_mcgan_round001.csv,0,1259,11.082363306341762,0.0,53.44017488728719,9.798929907076433,0.0,10.069906451049834,1.0,0.0,3.5103849799527906,690
mps_mcgan_20k_round001,mps_mcgan_20k_round001_0000,reports/adversarial/dgs10_tick_ablation/rounded_inputs/mps_mcgan_20k_round001.csv,0,1259,1.4668447883863216,0.21806853582554517,7.406784497375918,1.6832227838773894,0.0,1.382316395139068,0.9984423676012462,0.0,0.885755256074326,523
block_generator,block_generator_0000,data/generated/adversarial_block_gan/best_5y_1260.csv,0,1259,0.9054813848250944,0.661993769470405,1.8243976576281522,0.49948606836142734,0.29906542056074764,0.2983586141584175,0.9735202492211839,0.0,0.8325789052747531,11670
real_sample_5_windows,real_sample_5_windows_0,reports/adversarial/dgs10_tick_ablation/real_samples/real_sample_5_windows.csv,0,1259,0.7994089263205084,0.8161993769470405,3.244379830122541,0.46393901951497724,0.5046728971962616,0.01191104463018815,0.0,1.0,0.0,6975
real_sample_5_windows,real_sample_5_windows_1,reports/adversarial/dgs10_tick_ablation/real_samples/real_sample_5_windows.csv,0,1259,1.0597152003800043,0.45482866043613707,3.7172337996859945,0.4471485069567206,0.632398753894081,0.07155719476406965,0.3644859813084112,1.0,0.0,8034
real_sample_5_windows,real_sample_5_windows_2,reports/adversarial/dgs10_tick_ablation/real_samples/real_sample_5_windows.csv,0,1259,0.7153480710547171,0.9376947040498442,2.8320368612594424,0.6322915614484321,0.0778816199376947,0.04901236940009302,0.048286604361370715,1.0,0.0,9224
real_sample_5_windows,real_sample_5_windows_3,reports/adversarial/dgs10_tick_ablation/real_samples/real_sample_5_windows.csv,0,1259,1.2728489200912179,0.2601246105919003,3.3972000340262287,0.5290213675469967,0.19314641744548286,0.08381018666247969,0.5218068535825545,1.0,0.0,10494
