label,n_windows,median_mahalanobis,min_mahalanobis_pvalue,outlier_rate_p05,median_robust_l2,median_max_abs_z,median_nearest_feature_distance,median_nearest_feature_pvalue,median_exact_row_match_fraction,median_nearest_raw_window_rms
mcgan_5y_1260,1,8.071371273276565,0.0,1.0,1.5260453887858505,7.106309764711081,1.4097829032229885,0.9984423676012462,0.0,0.8929125949400952
