series,mean_real,std_real,min_real,q01_real,q05_real,median_real,q95_real,q99_real,max_real,acf1_real,acf5_real,abs_acf1_real,abs_acf5_real,mean_fake,std_fake,min_fake,q01_fake,q05_fake,median_fake,q95_fake,q99_fake,max_fake,acf1_fake,acf5_fake,abs_acf1_fake,abs_acf5_fake,mean_diff,std_diff,min_diff,q01_diff,q05_diff,median_diff,q95_diff,q99_diff,max_diff,acf1_diff,acf5_diff,abs_acf1_diff,abs_acf5_diff
sp500,0.0003146504683046016,0.010550871312038008,-0.204669,-0.028746149999999998,-0.01565335,0.000463,0.015544449999999991,0.0271101,0.10789,-0.01475502496176763,-0.009608642287152842,0.2628511614777836,0.2904876123582208,0.000767472185720635,0.007064323067121763,-0.028282845,-0.01611214025,-0.010311400549999999,0.0007065151,0.012523876949999999,0.018129965660000025,0.02746383,0.1325745828793429,-0.018983989317072625,0.10215045642032634,0.10655910775631677,0.0004528217174160334,-0.003486548244916245,0.176386155,0.012634009749999998,0.005341949450000001,0.00024351510000000006,-0.0030205730499999923,-0.008980134339999977,-0.08042616999999999,0.14732960784111054,-0.009375347029919783,-0.16070070505745726,-0.18392850460190402
DGS10,2.646939052531538e-05,0.06689830166889757,-0.75,-0.19,-0.1,0.0,0.1,0.19,0.65,0.06063687209249302,0.032913154247272924,0.25367645089376273,0.2607242853195888,0.006831922301148174,0.04207930344020361,-0.19115953,-0.0934074916,-0.0633072572,0.008353484500000001,0.07480160974999997,0.10553568020000008,0.16598357,0.008502689786671793,-0.04915416308451575,0.11753505789770556,0.08375480836466223,0.006805452910622858,-0.02481899822869396,0.55884047,0.0965925084,0.03669274280000001,0.008353484500000001,-0.025198390250000036,-0.08446431979999992,-0.48401643000000005,-0.05213418230582123,-0.08206731733178868,-0.13614139299605715,-0.17696947695492657
