output_id,candidate_index,submission_rank,mahalanobis,mahalanobis_pvalue,robust_l2,max_abs_z
0,114,0.47595802486783656,0.4988000268408402,0.30062305295950154,0.7118930857672923,2.1437719893302365
1,193,0.48916043955498584,0.5018936529474962,0.2897196261682243,0.8427876094533499,2.0315837578609117
2,367,0.49615821829136486,0.49425104031454653,0.3146417445482866,0.9170294527190971,2.5780376141579553
