selected_candidate_index,robust_l2,robust_l2_pvalue,max_abs_z,mahalanobis,mahalanobis_pvalue,nearest_feature_distance,nearest_feature_pvalue,exact_row_match_fraction,nearest_raw_window_rms,nearest_raw_window_start
1766,0.9054813848250937,0.661993769470405,1.8243976576281533,0.4994860683614251,0.29906542056074764,0.29835861415841686,0.9735202492211839,0.0,0.8325789052747541,11670
