candidate_rank,robust_l2,robust_l2_pvalue,max_abs_z,mahalanobis,mahalanobis_pvalue,nearest_feature_distance,nearest_feature_pvalue,exact_row_match_fraction,nearest_raw_window_rms,nearest_raw_window_start
0.9868306817922876,0.8508693999200964,0.7227414330218068,2.116078431372549,0.992570911608066,0.003115264797507788,0.6588202951035783,0.9984423676012462,0.0,1.1387151604349104,515
1.3721739506764954,1.330428663914332,0.24143302180685358,5.831678744545046,1.040487124053231,0.003115264797507788,0.8383266189344114,0.9984423676012462,0.0,1.2001338326879079,355
1.203721895538278,1.386441307948086,0.22897196261682243,5.752641874999996,0.8536144333521688,0.003115264797507788,0.5032554851825912,0.9937694704049844,0.0,1.3512267330633314,560
1.7239530082156016,1.2566952896690313,0.2632398753894081,4.996317864898033,1.5126859643956299,0.001557632398753894,1.0244581836187194,0.9984423676012462,0.0,0.8671743329265182,560
2.6025341850209283,1.4664133597381506,0.21806853582554517,8.68303802524304,1.803353479977649,0.0,1.070740237648637,0.9984423676012462,0.0,0.9108803411109829,515
0.7361230905204473,1.1662414697888726,0.3395638629283489,3.3607668986984653,0.6633812195550978,0.04984423676012461,0.3327681956824759,0.9828660436137072,0.0,1.3154472642581012,30
1.361480086155289,1.1405803925918103,0.3598130841121495,4.163141402567042,1.1271270753476097,0.001557632398753894,0.7730541837724454,0.9984423676012462,0.0,1.2060422589048962,710
2.6333221069051707,1.893231474377263,0.11059190031152648,12.355540521146171,1.3808525379891778,0.001557632398753894,0.8379653461604305,0.9984423676012462,0.0,1.3765762378322728,5045
1.6205205027565353,1.403192625101156,0.22274143302180685,6.364512820512821,1.2434930366075778,0.001557632398753894,0.8315746887864909,0.9984423676012462,0.0,0.8342423613603909,830
1.4784605002654492,1.219063259754636,0.278816199376947,5.063226881151335,1.2274103751587868,0.001557632398753894,0.716048044272024,0.9984423676012462,0.0,0.9902766849965375,455
1.9819506432072318,1.3785921640081706,0.23052959501557632,7.6159912591137635,1.4420854588147614,0.001557632398753894,1.0534037521426123,0.9984423676012462,0.0,0.9489682480601718,510
3.964226074017002,2.1335716608985957,0.045171339563862926,22.582268664451917,1.592807663276691,0.001557632398753894,1.6448991279988079,0.9984423676012462,0.0,1.0625511591377403,410
0.7768153476037102,1.0478062898563762,0.4797507788161994,4.419245327367881,0.7845430799671487,0.012461059190031152,0.34351736757323215,0.9844236760124611,0.0,0.9717926633199829,100
0.7236881917455968,1.1337303254724609,0.3644859813084112,4.475775843496814,0.5600245262714618,0.12149532710280374,0.18175307339011768,0.9299065420560748,0.0,1.289668063698127,25
0.9534000564416868,0.8035828240671895,0.8037383177570093,3.039290621870452,0.9856955842272976,0.003115264797507788,0.7689152888137057,0.9984423676012462,0.0,0.9451585938865787,5
2.5723906105139758,1.5575068762420712,0.2102803738317757,13.394677844452428,1.3786211638184613,0.001557632398753894,1.2596545450802397,0.9984423676012462,0.0,0.8852373148873758,5
0.6306813582356181,0.8294889467568302,0.7850467289719626,2.7913923076922877,0.679215899337458,0.037383177570093455,0.331284794940494,0.9828660436137072,0.0,0.9798777614448966,5555
2.3327002107262973,1.5083967108712544,0.21651090342679127,13.823451283136405,1.0693455278985031,0.001557632398753894,0.8093658954602034,0.9984423676012462,0.0,0.97152212240489,560
0.743305258238385,1.0394307226874762,0.49065420560747663,4.181899999999988,0.7193095083223969,0.03115264797507788,0.4489578101772347,0.9890965732087228,0.0,1.2354760743901945,465
0.9530492275615745,0.8597091607892163,0.7009345794392523,3.497743378042446,0.8931579496787216,0.003115264797507788,0.5291545302043951,0.9953271028037384,0.0,1.0172573492933408,605
1.0888342769916453,1.2966124655264035,0.2538940809968847,4.6943576268128995,0.765363695225124,0.01557632398753894,0.3514391762806357,0.9844236760124611,0.0,1.1033502849437162,535
0.7536168259828091,0.8817676417562568,0.67601246105919,3.6539591742292803,0.7411151208391098,0.02336448598130841,0.34616355508773144,0.9844236760124611,0.0,1.015977557627824,395
1.6048051287587963,1.337900301977379,0.2398753894080997,7.380250971426443,1.0410258342996328,0.003115264797507788,0.707591994838388,0.9984423676012462,0.0,1.2199834632524478,430
0.7353686698586599,1.0432175215119794,0.48909657320872274,4.773384615384615,0.7137994076528195,0.03115264797507788,0.3503604140884322,0.9844236760124611,0.0,0.8796632339055718,1370
2.3902660616821008,1.6264743570969944,0.16666666666666666,7.743856807559937,1.7588543448779501,0.0,1.1112074510117624,0.9984423676012462,0.0,0.9417722326632363,615
1.05711778470157,1.0002999113785722,0.5514018691588785,5.240704065051206,0.9566317286569093,0.003115264797507788,0.6007563673387355,0.9968847352024922,0.0,1.1042692171993964,295
2.259378927640943,2.139242389077528,0.040498442367601244,6.432777796127661,1.3323404021440288,0.001557632398753894,0.9568999527267615,0.9984423676012462,0.0,1.7448682850438173,665
1.4382102635559209,1.758369745605987,0.14018691588785046,5.733249999999998,0.9015867542350166,0.003115264797507788,0.4321792627996057,0.9875389408099688,0.0,1.534640364275236,555
0.8389657562325519,1.044839935398537,0.48286604361370716,3.9374651311562667,0.8700571435892575,0.003115264797507788,0.4834454725864031,0.9906542056074766,0.0,0.6408852122465379,30
2.175518063585824,2.4975573662417023,0.001557632398753894,7.407358999999996,1.1178003029906514,0.001557632398753894,0.6654039949406919,0.9984423676012462,0.0,1.6376677947811131,3300
1.1562521311042717,1.264615265935638,0.2616822429906542,3.352831146876502,1.0057281828489197,0.003115264797507788,0.5631055817703827,0.9968847352024922,0.0,1.363248247528698,355
1.5635659683513596,1.052343264444726,0.470404984423676,7.406784497375918,1.1088371204894685,0.001557632398753894,0.711989083435339,0.9984423676012462,0.0,1.1947975737784033,530
1.9103145934430403,2.1037111808290248,0.0529595015576324,9.029418871596958,0.897852057773913,0.003115264797507788,0.39064103531723043,0.985981308411215,0.0,1.3799588938402607,2640
1.6164455563463356,1.3712227539407527,0.23208722741433022,7.813920928371008,1.075746940707046,0.001557632398753894,0.7044354209846365,0.9984423676012462,0.0,1.240181779308935,635
1.0104587703629964,1.136414271882346,0.3629283489096573,3.4695296988167064,0.9577798730864887,0.003115264797507788,0.4819793996522783,0.9906542056074766,0.0,1.1811927451888484,540
0.6530684028101067,0.8224290665468886,0.7897196261682243,1.984241287768023,0.6648965983114573,0.048286604361370715,0.3344671370874453,0.9828660436137072,0.0,0.9484861321053255,0
