x,y,correlation,rolling_corr_mean,rolling_corr_std,rolling_corr_q05,rolling_corr_q50,rolling_corr_q95,high_vol_correlation,downside_correlation,upside_correlation,lower_tail_dependence_0.05,upper_tail_dependence_0.95
sp500_return,dgs10_diff,-0.015433047511054699,-0.05275143024452844,0.3485505091205647,-0.5409228197048299,-0.16265644465907897,0.5329859224314469,0.19068166506098183,0.19747500877086033,0.07349919543591751,0.1682496607869742,0.10854816824966079
sp500_return,bond_return_proxy,0.015433047511054811,0.05275143024452863,0.3485505091205645,-0.5329859224314474,0.1626564446590766,0.5409228197048302,-0.19068166506098178,-0.19747500877086038,-0.07349919543591756,0.10583446404341926,0.1383989145183175
