series,transform,acf_1,acf_2,acf_3,acf_4,acf_5,acf_6,acf_7,acf_8,acf_9,acf_10,acf_11,acf_12,acf_13,acf_14,acf_15,acf_16,acf_17,acf_18,acf_19,acf_20
sp500_return,raw,-0.01475502496176763,0.0022474692145986884,-0.013353510158125088,-0.01880339220696234,-0.009608642287152842,-0.026347541764542477,0.026530152572849554,-0.011070249364195973,0.007421242509489698,0.011753738514642648,-0.01738646858924732,0.018997430675093827,-0.02136341099539355,0.01253231973155469,-0.008064879587076005,0.02200011020782124,-0.015756137148481092,0.001535770403294221,-0.011663945809169825,0.003635474241977491
sp500_return,abs,0.2628511614777836,0.29713673200414814,0.28063490112025186,0.2669078825871896,0.2904876123582208,0.26067095742745194,0.25518742563013586,0.25771797262130824,0.24447807318708653,0.2443839258205829,0.2332044813667783,0.20812192330766152,0.20507951345444936,0.20144660164222136,0.2135230196974413,0.20550693975186934,0.18573960319462174,0.19003322046248322,0.19630487883542141,0.18076426253973246
sp500_return,squared,0.22994213085667792,0.2730694255116601,0.18010300588080694,0.1509098569517126,0.2280340270657116,0.1620728799720888,0.1447231403151052,0.16328603486455112,0.14476712849038625,0.13583432113815408,0.12720060587892748,0.07824948403770887,0.08830542543296695,0.09583670772151129,0.11977207418869859,0.09937127218169654,0.08895365064655983,0.07759737054575157,0.09779789193485064,0.06693522901530952
dgs10_diff,raw,0.06063687209249302,0.0068652672367862455,-0.008902401786969473,-0.01932626428034424,0.032913154247272924,0.006381699753776066,0.013167200333004227,-0.0027559874927155464,0.008233770786939085,0.004483110375648247,0.011320567143409609,0.018353615030693333,0.007421138690144791,0.014071949907038275,0.006787307200992125,-0.008433331293251694,0.012734711356434605,0.009344787569925442,0.012795750441304859,0.019713234201388485
dgs10_diff,abs,0.25367645089376273,0.2519093035314466,0.2461641245583188,0.2573937556806914,0.2607242853195888,0.24099683593149418,0.23079638431648172,0.23197298911931621,0.24791700105821837,0.22672718484161278,0.22723549095605733,0.22360876769873958,0.2372499835285797,0.23228888265790648,0.21038586377288723,0.22730197263365393,0.21734183782172414,0.19311805161716059,0.22453509811376454,0.22713983191170956
dgs10_diff,squared,0.19086629025670995,0.18695809856927947,0.1666097591223177,0.18166879796250382,0.19696475626623386,0.16212725889397148,0.20059471343474733,0.16585264912675202,0.16384076786058652,0.13940046661712244,0.13672472319349932,0.15745150886393464,0.15252680765104543,0.16230287173226093,0.1299810993825231,0.15783448814485088,0.15723702941587758,0.10766630523785822,0.1381563623490889,0.13667174363718712
bond_return_proxy,raw,0.060636872092493084,0.006865267236786255,-0.008902401786969471,-0.019326264280344233,0.03291315424727291,0.006381699753776073,0.01316720033300424,-0.00275598749271554,0.00823377078693908,0.004483110375648251,0.011320567143409606,0.01835361503069332,0.007421138690144788,0.014071949907038271,0.006787307200992122,-0.008433331293251679,0.012734711356434622,0.009344787569925444,0.012795750441304881,0.01971323420138845
bond_return_proxy,abs,0.25367645089376323,0.2519093035314469,0.246164124558319,0.25739375568069184,0.26072428531958836,0.2409968359314946,0.2307963843164818,0.2319729891193159,0.24791700105821837,0.22672718484161292,0.22723549095605747,0.22360876769873964,0.2372499835285803,0.23228888265790604,0.2103858637728872,0.22730197263365365,0.21734183782172406,0.19311805161716078,0.22453509811376465,0.22713983191170972
bond_return_proxy,squared,0.1908662902567102,0.18695809856927925,0.16660975912231757,0.1816687979625033,0.19696475626623366,0.16212725889397098,0.2005947134347476,0.16585264912675188,0.16384076786058646,0.13940046661712227,0.1367247231934993,0.15745150886393444,0.15252680765104543,0.16230287173226096,0.1299810993825231,0.1578344881448505,0.15723702941587772,0.10766630523785828,0.13815636234908926,0.13667174363718712
