a,b,g,qbar_00,qbar_01,qbar_11,nbar_00,nbar_01,nbar_11,loglikelihood
0.028918275999915692,0.9658028654970204,1e-06,1.025694007979164,0.05211262266227876,1.0593204416217992,0.4113557112021995,0.040866222912851094,0.3860424422389659,952.5907002306221
