series,leverage_1,leverage_2,leverage_3,leverage_4,leverage_5,leverage_6,leverage_7,leverage_8,leverage_9,leverage_10,leverage_11,leverage_12,leverage_13,leverage_14,leverage_15,leverage_16,leverage_17,leverage_18,leverage_19,leverage_20
sp500_return,-0.08797171650084172,-0.10947725824284146,-0.07867434355268098,-0.06399180208357624,-0.07145564115653588,-0.046460037433990777,-0.031212889639254626,-0.05756505145707732,-0.03978575454966492,-0.03352769941589576,-0.05350626685582205,-0.03382750178395502,-0.028050465959431604,-0.026475565903502207,-0.048677588509313426,-0.0027596951777458965,-0.0033763437312302777,-0.025086457007933716,-0.04008330408110998,-0.03915684430408237
dgs10_diff,-0.03070238045259643,0.00018543238392110215,0.024690601191390327,0.010296782016974372,-0.009968742825025233,0.03207944111670736,0.0369459706804287,0.022257693192101757,0.03599353776922963,-0.008128034948718036,-0.0028584830384531905,-0.016808235305220656,0.016184544890213044,0.004905936906251378,0.02369719186448255,0.020145035026832445,-0.010888407455451637,0.004978058495419047,0.03455857827242723,0.023796107951327444
bond_return_proxy,0.03070238045259646,-0.00018543238392113487,-0.024690601191390306,-0.010296782016974402,0.009968742825025254,-0.032079441116707366,-0.036945970680428736,-0.02225769319210174,-0.035993537769229714,0.00812803494871802,0.0028584830384531836,0.01680823530522065,-0.016184544890213048,-0.004905936906251373,-0.023697191864482468,-0.020145035026832438,0.010888407455451636,-0.004978058495419069,-0.03455857827242723,-0.023796107951327472
