label,n_windows,median_mahalanobis,min_mahalanobis_pvalue,outlier_rate_p05,median_robust_l2,median_max_abs_z,median_nearest_feature_distance,median_nearest_feature_pvalue,median_exact_row_match_fraction,median_nearest_raw_window_rms
mcgan_5y_1260_rankmap,1,1.2701229551965214,0.001557632398753894,1.0,1.112637522208262,6.797261741979157,0.8987490888586884,0.9984423676012462,0.0,1.2595313366162422
