selected_candidate_index,robust_l2,robust_l2_pvalue,max_abs_z,mahalanobis,mahalanobis_pvalue,nearest_feature_distance,nearest_feature_pvalue,exact_row_match_fraction,nearest_raw_window_rms,nearest_raw_window_start
5,0.6051622865805997,1.0,1.349,0.7412646219966258,0.02336448598130841,0.6390952417023574,0.9984423676012462,0.0,1.1338032986073803,465
